mp-10006,TlAgTe2,3,4,False,True,121.0876280385711,7.781764201016544,-2.9268211,-0.056625140833333365,13.0,28.0,-2.5,0.3
mp-10018,Ac,1,1,False,True,45.38459984315082,8.305512517080965,-4.10076552,0.02040948749999938,14.0,24.0,0.97,0.26
mp-1008555,AlCu3,2,4,False,True,49.49072947485298,7.301685457994766,-4.1922928125,-0.18149385250000005,0.0,129.0,-10.07,0.5
mp-1008601,ZrAg2,2,3,False,True,58.12875147078836,8.768805712095281,-4.7852290433333335,-0.047642795555555985,17.0,116.0,-23.06,0.43
mp-1008617,YbAg2,2,3,False,True,65.31399545172893,9.88422750079312,-2.7406804900000004,-0.33912936111111147,18.0,54.0,2.66,0.35
mp-1008753,Ti2Al,2,3,False,True,62.80989774999998,3.244296678701837,-5.939696693333333,0.5721971433333349,-5.0,71.0,0.49,0.54
mp-1008813,RbAgO,3,3,False,True,65.01642937489822,5.346488687492001,-3.1507239966666667,-0.46448113069444413,-43.0,-0.0,-16.15,-0.96
mp-1008912,AgC,2,2,False,True,30.270417600511994,6.576175992989572,-3.77192837,2.2577210683333333,-38.0,131.0,-5.19,0.66
mp-1009048,KAgO,3,3,False,True,57.85429748087454,4.677461328230535,-3.323573173333333,-0.5940420158611109,103.0,42.0,-5.83,-0.17
mp-1018025,LuAgO2,3,4,False,True,63.40793455680602,8.244932621973328,-6.6802092875,-2.7190066589583335,37.0,123.0,3.88,0.36
mp-10871,AlAu,2,2,False,True,33.50901486991242,11.097747189751765,-3.753052825,-0.24332414000000036,-21.0,147.0,1.11,0.57
mp-10965,DyAgSb2,3,8,False,True,197.63490327039855,8.635432346965795,-4.5350239725,-0.6106952058333337,32.0,63.0,0.92,0.28
mp-11107,Ac2O3,2,5,False,True,92.88238534429702,8.974657638472353,-7.942714896,-3.7468456117499995,35.0,103.0,2.75,0.35
mp-11222,Sm3Al,2,4,False,True,113.96039436291156,6.965927529521804,-4.59637777,-0.12172195499999994,25.0,44.0,0.16,0.26
mp-11234,PrMg2Ag,3,4,False,True,93.94171204126825,5.256672495511369,-2.7740710025,-0.07226599374999987,15.0,41.0,0.21,0.34
