mp-1003765,monoclinic,m,H,Mn,O
mp-10052,hexagonal,6/mmm,Ti,As
mp-10054,cubic,m-3m,Zr,As
mp-1005831,monoclinic,2/m,Co,Ge,Tb
mp-1007992,hexagonal,6/mmm,Cr,H
mp-1008274,cubic,m-3m,Co,W
mp-1008526,trigonal,3m,B,C,N
mp-1009787,cubic,m-3m,Ru,C
mp-10163,tetragonal,4/mmm,Na,Al,Te
mp-1017441,cubic,m-3m,Sr,Rh,O
mp-1018159,orthorhombic,222,Er,Sb
mp-1018637,trigonal,-3m,Cu,S,Tb
mp-1018664,tetragonal,4/mmm,Ce,O
mp-1018699,orthorhombic,mmm,Eu,Zn,Ge
mp-1018720,tetragonal,4/mmm,Hf,V,Si
mp-1019102,tetragonal,4/mmm,Mn,Si,Sm
mp-1019561,trigonal,-3m,Ca,Ge,O
mp-1019718,orthorhombic,mmm,B,Be,Cs,O
mp-1020609,orthorhombic,mmm,O,Si,Zn
mp-1020666,triclinic,-1,Li,O,P
mp-1022514,tetragonal,4/mmm,Ba,Mg,Zr
mp-1022809,monoclinic,2/m,Ba,Fe,Nb,O
mp-1025781,trigonal,3m,Mo,Se,Te,W
mp-10284,orthorhombic,mmm,Y,Si,Ni
mp-1028542,trigonal,3m,S,Se,Te,W
mp-1028674,trigonal,3m,Mo,S,Se,Te,W
mp-1028832,trigonal,-3m,Mo,S,Se,W
mp-1028938,trigonal,3m,Mo,S,Se,Te,W
mp-1028975,trigonal,3m,Mo,S,Te,W
mp-1029063,trigonal,3m,Mo,S,Se,Te,W
mp-1029113,trigonal,3m,Mo,S,Se,Te,W
mp-1029444,orthorhombic,mmm,K,Co,N
mp-1030120,trigonal,3m,Mo,Se,Te,W
mp-1030146,trigonal,3m,Mo,S,Se,W
mp-1030534,trigonal,3m,Mo,S,Se,Te,W
mp-1030576,trigonal,3m,Mo,S,Se,Te,W
mp-1030964,tetragonal,4/mmm,C,K,Mg,O
mp-10443,orthorhombic,mm2,Yb,Si,Au
mp-10476,monoclinic,2/m,Er,Na,O,S
mp-10485,hexagonal,6/mmm,Ba,Li,Sb
mp-10632,cubic,m-3m,Tl,S
mp-1090,hexagonal,6/mmm,Fe,Se
mp-10905,trigonal,-3m,Al,Pt
mp-11006,monoclinic,2/m,Ba,P,S
mp-1105560,cubic,m-3,Cr,Cu,O,Y
mp-11307,orthorhombic,mmm,Mg,Cd
mp-11508,monoclinic,2/m,Mo,P
mp-12410,cubic,m-3m,Ba,Ir,O,Tb
mp-12459,orthorhombic,mm2,Ag,P,S
mp-12574,trigonal,-3m,Dy,C
mp-1269,cubic,m-3m,Sm,S
mp-12760,hexagonal,-6m2,Zr,Al,Co
mp-12794,tetragonal,4/mmm,Al,Cu
