0.216333333,0.306,0.917
0.213666667,0.291333333,0.924666667
0.167666667,0.248666667,0.945
0.169,0.248666667,0.945
0.171666667,0.248666667,0.945
0.183666667,0.265,0.937
0.174,0.246,0.946333333
0.160333333,0.232,0.952
0.152,0.224666667,0.955
0.145333333,0.215,0.958666667
0.159666667,0.228333333,0.953
0.141666667,0.215,0.958333333
0.159333333,0.222333333,0.954666667
0.157666667,0.218,0.957666667
0.133,0.199,0.964
0.127333333,0.196333333,0.965
0.154,0.216666667,0.957
0.153666667,0.215,0.958
0.120333333,0.187333333,0.968333333
0.117,0.184666667,0.969
0.118,0.181666667,0.97
0.126,0.191,0.967333333
0.140666667,0.208333333,0.960666667
0.123,0.186333333,0.968666667
0.119666667,0.186666667,0.968666667
0.135333333,0.196666667,0.965666667
0.140333333,0.208333333,0.960666667
0.114333333,0.180333333,0.970333333
0.112666667,0.177,0.971333333
0.128,0.195333333,0.965333333
0.138333333,0.205,0.961333333
0.110333333,0.175666667,0.971666667
0.109333333,0.171666667,0.973333333
0.127,0.185333333,0.968666667
0.115333333,0.177333333,0.971333333
0.107666667,0.170666667,0.973333333
0.115666667,0.179333333,0.970666667
0.110666667,0.171333333,0.973333333
0.119333333,0.177666667,0.971
0.118666667,0.178666667,0.971
0.113333333,0.172,0.972666667
0.107,0.170666667,0.973333333
0.116333333,0.177333333,0.971333333
0.109333333,0.169333333,0.973666667
0.104,0.166666667,0.974666667
0.115333333,0.178333333,0.971
0.122,0.175,0.972333333
0.121,0.177666667,0.971
0.110666667,0.171333333,0.973
0.107,0.170333333,0.973333333
0.111333333,0.172333333,0.972666667
0.107666667,0.171,0.973333333
0.116,0.177,0.971333333
0.115333333,0.176333333,0.971666667
0.106666667,0.169666667,0.974
0.124333333,0.184,0.969
0.102,0.162333333,0.975666667
0.1,0.161666667,0.975666667
0.12,0.181,0.97
0.100666667,0.164333333,0.975333333
0.106,0.163666667,0.975666667
0.111333333,0.167333333,0.974333333
0.109666667,0.168,0.974
0.103333333,0.164666667,0.975333333
0.112333333,0.171333333,0.973
0.102666667,0.162333333,0.975333333
0.118666667,0.176666667,0.971666667
0.111,0.169333333,0.973666667
0.101333333,0.164,0.975333333
0.107,0.165,0.975
0.103,0.161666667,0.976
0.104,0.165666667,0.975
0.103,0.164,0.975
0.099333333,0.16,0.976
0.094333333,0.155666667,0.977666667
0.131333333,0.190666667,0.965333333
0.117333333,0.178,0.970666667
0.107,0.167,0.974
0.094333333,0.155333333,0.977333333
0.104333333,0.165666667,0.975
0.103,0.162,0.975666667
0.103,0.163,0.975333333
0.093,0.155,0.977333333
0.093,0.154666667,0.977666667
0.100666667,0.162666667,0.976
0.107,0.163333333,0.975333333
0.096,0.156666667,0.977
0.1,0.163666667,0.975333333
0.093333333,0.155666667,0.977333333
0.095,0.154666667,0.977666667
0.096333333,0.157666667,0.977
0.100666667,0.159333333,0.976666667
0.11,0.166333333,0.974666667
0.093,0.154,0.978
0.099333333,0.16,0.976666667
0.095666667,0.156,0.977333333
0.094333333,0.155666667,0.977666667
0.097,0.158666667,0.976666667
0.108666667,0.163,0.975666667
0.098666667,0.158,0.977

